label,struct_temp_1_hop_neighbor_max_time,struct_temp_1_hop_neighbor_mean_time,struct_temp_1_hop_neighbor_median_time,struct_temp_2_hop_neighbor_max_time,struct_temp_2_hop_neighbor_mean_time,struct_temp_2_hop_neighbor_median_time,tweet_id
false,50507.03,1776.9509691629967,119.17,50507.03,1776.9509691629967,13.8,656955120626880512
true,34575.95,879.195606936416,108.92500000000001,34575.95,879.195606936416,995.98,615689290706595840
false,8851.47,247.85000000000005,13.485,8851.47,247.85000000000005,23.15,613404935003217920
unverified,171903.5,18762.265398230087,338.8,171903.5,18762.265398230087,387.3,731166399389962242
unverified,101483.42,1706.696533333333,56.13,101483.42,1706.696533333333,78.23500000000004,714598641827246081
true,1247.15,193.57772222222238,121.135,1247.15,193.57772222222238,13.149999999999977,614467824313106432
unverified,82670.3,655.5176396396397,129.94,82670.3,655.5176396396397,61.655,715515982584881152
non-rumor,20209.85,810.9893197278918,118.21,20209.85,810.9893197278918,39.080000000000005,693315824132685824
non-rumor,33200.27,904.7049999999999,101.45,33200.27,904.7049999999999,167.71,693843042546106369
false,5977.57,604.3188372093019,186.18,5977.57,604.3188372093019,123.64999999999999,622891631293935616
non-rumor,39542.08,268.19252032520336,24.13,39542.08,268.19252032520336,33.76500000000002,692630756548591616
non-rumor,2796.67,90.69129824561402,16.05,2796.67,90.69129824561402,8.350000000000023,693265096278163456
true,2594.75,32.24649122807018,4.355,2594.75,32.24649122807018,1.9100000000000001,553589051044151296
true,403.63,10.718858447488586,2.7,403.63,10.718858447488586,4.655000000000001,553590835850514433
false,50285.45,726.4940554156173,68.68,50285.45,726.4940554156173,31.215,622858454949040128
false,12598.6,133.0612745098039,16.835,12598.6,133.0612745098039,41.86000000000001,656870311057575936
true,201131.52,1976.7308606557383,93.935,201131.52,1976.7308606557383,37.06499999999998,616311563071434753
non-rumor,6249.93,97.35254752851709,5.1,6249.93,97.35254752851709,4.25,641666167992647681
true,1560.07,94.57522580645161,22.025,1560.07,94.57522580645161,23.685000000000002,525060425184858112
false,22116.75,271.5355797101449,13.6,22116.75,271.5355797101449,7.950000000000001,672513234419638273
true,1687.83,129.36628571428574,65.13,1687.83,129.36628571428574,29.05000000000001,544382892378714113
non-rumor,193293.6,4770.370288461539,1303.205,193293.6,4770.370288461539,45.61999999999989,681824512120324096
false,40180.42,1338.0479999999998,62.85,40180.42,1338.0479999999998,4.605000000000004,620835698514464768
false,72883.13,2003.650298769768,59.865,72883.13,2003.650298769768,18.15,626898253900943360
false,98014.53,712.74262443439,22.43,98014.53,712.74262443439,32.865,618804516578680832
false,12058.33,3475.088260869566,1504.835,12058.33,3475.088260869566,507.6700000000001,672632899921833984
true,165.68,7.828910891089102,2.37,165.68,7.828910891089102,12.21,553588178687655936
false,475048.13,15705.092119700736,8125.83,475048.13,15705.092119700736,37.45000000000073,594687353937100801
false,307.1,36.7473275862069,17.6,307.1,36.7473275862069,8.714999999999996,613016993692798977
false,307026.13,1596.519920318725,16.61,307026.13,1596.519920318725,15.810000000000002,663385747177775105
non-rumor,15952.35,349.4214015748034,37.42,15952.35,349.4214015748034,17.019999999999982,766715993385267201
non-rumor,74037.12,850.9485670261938,46.63,74037.12,850.9485670261938,64.8,693141729529184256
true,1273.85,33.69378378378378,5.43,1273.85,33.69378378378378,4.48,524966904885428226
false,25661.32,379.7595512820513,25.58,25661.32,379.7595512820513,22.27,613393657161510913
true,1287.52,44.24592592592595,8.48,1287.52,44.24592592592595,13.229999999999999,544374511194632192
unverified,1378.95,53.573571428571434,3.54,1378.95,53.573571428571434,3.285,706665777332621314
non-rumor,58176.72,780.4916181229771,21.13,58176.72,780.4916181229771,8.745000000000001,693827886021767169
false,103914.1,5389.078928571432,348.63,103914.1,5389.078928571432,537.46,604354747357859842
non-rumor,12443.47,265.6037860780983,103.27,12443.47,265.6037860780983,23.835000000000015,767709416879644672
non-rumor,10104.95,234.36063414634157,31.68,10104.95,234.36063414634157,43.989999999999995,693146363685642240
false,4940.03,124.35342424242421,19.744999999999997,4940.03,124.35342424242421,13.049999999999997,652783670370115585
false,58343.28,879.0995505617974,92.035,58343.28,879.0995505617974,13.840000000001083,674187250792558592
unverified,21710.28,256.5578787878788,37.22,21710.28,256.5578787878788,23.269999999999996,726043971911213057
true,911.05,42.62986301369864,5.23,911.05,42.62986301369864,4.8100000000000005,524935485370929152
unverified,18624.73,3810.8288823529365,1207.19,18624.73,3810.8288823529365,516.535,730939370765754368
unverified,4420.4,135.80976047904196,10.51,4420.4,135.80976047904196,26.41,723365789378584578
false,5021.0,140.79853658536584,22.055,5021.0,140.79853658536584,8.845,674244561519161344
true,181.83,18.778333333333325,4.82,181.83,18.778333333333325,2.3050000000000006,553535829017370625
unverified,7440.58,145.0959130434783,18.6,7440.58,145.0959130434783,11.285,731093044460683264
non-rumor,18029.85,187.47602543720217,49.42,18029.85,187.47602543720217,19.569999999999993,693086218276474880
non-rumor,68230.1,630.5070491803277,31.54,68230.1,630.5070491803277,11.265000000000073,692150118921957376
false,6433.88,58.121216216216254,17.869999999999997,6433.88,58.121216216216254,19.409999999999997,656830586577883136
true,51.15,14.119636363636367,15.8,51.15,14.119636363636367,2.089999999999999,553543369604210689
non-rumor,12949.98,501.0818950064025,60.98,12949.98,501.0818950064025,106.60999999999999,767814876433571840
true,8879.27,156.35394736842125,20.865000000000002,8879.27,156.35394736842125,9.569999999999993,649985459389661184
true,2844.68,30.023768115942037,3.7,2844.68,30.023768115942037,3.3499999999999996,553531413459660800
non-rumor,22111.17,397.37217194570127,45.54,22111.17,397.37217194570127,488.44,693840291992838147
false,5835.5,503.01171428571416,186.29,5835.5,503.01171428571416,44.30000000000007,663925546812837888
true,19341.92,411.0929152542373,115.68,19341.92,411.0929152542373,27.79,614604054552018944
false,10408.2,567.4046428571428,101.8,10408.2,567.4046428571428,18.279999999999998,637382230394822656
false,4339.68,918.7415068493151,249.1,4339.68,918.7415068493151,5.765000000000001,661222523275636736
unverified,4037.48,505.63131034482757,365.32,4037.48,505.63131034482757,38.7,714531423273746432
false,4627.87,318.6183193277309,223.68,4627.87,318.6183193277309,14.929999999999986,675043569367982081
true,1316.65,79.53986725663711,22.560000000000002,1316.65,79.53986725663711,11.299999999999997,544314234541469696
unverified,31518.68,18531.787857142866,26255.785,31518.68,18531.787857142866,24360.57,651809229842608128
non-rumor,9074.05,147.5838718662952,14.98,9074.05,147.5838718662952,19.889999999999997,693140340367187969
true,190.83,9.09568181818182,2.9400000000000004,190.83,9.09568181818182,1.9949999999999997,553534838880608256
false,3204.72,173.88732394366198,94.62,3204.72,173.88732394366198,43.45,633961125126668288
true,64.2,4.418045977011494,1.13,64.2,4.418045977011494,2.2600000000000002,544512108885725184
true,255992.08,381.3787500000001,32.86,255992.08,381.3787500000001,11.729999999999961,552805488631758849
false,4080.17,459.3373626373625,94.17,4080.17,459.3373626373625,30.164999999999836,645711628046995462
true,5454.65,223.33606012658248,46.769999999999996,5454.65,223.33606012658248,16.87,614608936491188225
non-rumor,85221.68,380.02778106508873,21.035,85221.68,380.02778106508873,41.57000000000001,693858804279201794
false,3885.42,993.1809859154932,411.47,3885.42,993.1809859154932,146.92499999999998,674014933235859456
non-rumor,12534.88,572.6060927152317,83.22999999999999,12534.88,572.6060927152317,47.77000000000002,690042063958732800
non-rumor,2847.98,154.9483720930232,33.42,2847.98,154.9483720930232,32.78,693041285087756288
false,602930.85,16627.018689655182,1445.27,602930.85,16627.018689655182,4.029999999999636,620971220301787136
false,455.95,54.486818181818165,45.0,455.95,54.486818181818165,110.59,656880145769197568
true,28745.7,538.7881508515817,80.53,28745.7,538.7881508515817,40.620000000000005,674263945172119552
false,575980.37,1586.401976320583,185.68,575980.37,1586.401976320583,58.85,612646796355960832
true,447.42,27.4767816091954,1.77,447.42,27.4767816091954,1.1699999999999982,544511199702822913
unverified,2109.47,157.90302631578945,17.42,2109.47,157.90302631578945,29.910000000000004,650952376954650629
non-rumor,13520.48,165.3630118694362,28.78,13520.48,165.3630118694362,27.54999999999999,693441093048766464
true,1379.53,47.4901111111111,8.29,1379.53,47.4901111111111,11.915,553107921081749504
false,9063.8,1120.8587234042554,488.34000000000003,9063.8,1120.8587234042554,176.81,666190716448587776
non-rumor,12832.77,378.6137538461537,98.91,12832.77,378.6137538461537,19.699999999999996,681199637387149313
true,64006.52,2154.2760548722763,1452.03,64006.52,2154.2760548722763,259.995,632377165477191680
false,1671.3,82.10790697674419,18.515,1671.3,82.10790697674419,13.049999999999999,652992524504600576
unverified,28816.88,834.4768027210887,116.38,28816.88,834.4768027210887,125.19999999999999,763738618573623297
false,29738.57,418.70877118644063,89.55,29738.57,418.70877118644063,36.59,672927317191229440
unverified,2700.53,141.9593661971832,29.91,2700.53,141.9593661971832,13.450000000000003,757367391202471937
non-rumor,11945.5,246.01632075471693,24.68,11945.5,246.01632075471693,23.314999999999998,688819658057740290
non-rumor,74562.85,956.4056634304204,56.23,74562.85,956.4056634304204,73.41,692845716826300418
unverified,1801.73,39.48642105263158,12.48,1801.73,39.48642105263158,7.005,756282236375277568
non-rumor,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.189999999999998,692742353736568833
false,2514.65,157.48166666666663,27.845,2514.65,157.48166666666663,21.060000000000002,675193315306905600
false,389816.72,167869.6454860684,141114.23,389816.72,167869.6454860684,91.95500000000902,674364257799004160
unverified,59195.6,497.0515384615381,129.11,59195.6,497.0515384615381,74.5,716461257025581056
false,12763.42,682.2431967213109,168.36,12763.42,682.2431967213109,72.44999999999993,662430295254175744
true,57.8,8.336886792452836,4.15,57.8,8.336886792452836,3.04,544512676643500033
false,8782.15,153.81002439024397,16.035,8782.15,153.81002439024397,22.689999999999998,638050997340893184
non-rumor,5044.57,107.13315517241375,7.73,5044.57,107.13315517241375,8.7,692890520960397312
true,251798.05,3422.1591946308727,6.55,251798.05,3422.1591946308727,9.34,544324444773433348
unverified,2554.7,405.0894117647059,104.625,2554.7,405.0894117647059,22.255000000000003,745236050407194624
false,10952.4,530.8325890410954,332.1,10952.4,530.8325890410954,20.71,673079581520318464
non-rumor,3502.8,184.86300000000008,43.245000000000005,3502.8,184.86300000000008,8.190000000000001,691995324752252930
false,142306.47,7479.2873333333355,385.9,142306.47,7479.2873333333355,9.899999999999636,673984270902427650
true,455.02,16.73807308970098,3.17,455.02,16.73807308970098,2.92,524975705206304769
false,10947.03,197.7179674796747,9.97,10947.03,197.7179674796747,4.190000000000001,618805892222468096
non-rumor,130423.32,1003.5959550561798,65.035,130423.32,1003.5959550561798,31.119999999999997,693086478667112448
true,42220.32,267.41986827661924,47.02,42220.32,267.41986827661924,10.01,614595181845839873
false,30086.5,1505.7450000000006,1120.5149999999999,30086.5,1505.7450000000006,21.480000000000018,654371696195993600
false,21611.17,740.6887619047618,49.33,21611.17,740.6887619047618,68.53,665358434351509504
unverified,2693.12,92.83064220183479,14.36,2693.12,92.83064220183479,9.850000000000001,755439197125767169
false,18332.77,402.5152153110048,28.63,18332.77,402.5152153110048,20.53,666633171325353989
unverified,3550.32,128.28484848484854,12.67,3550.32,128.28484848484854,6.729999999999999,729647367457230850
unverified,12899.15,1462.7305128205126,77.57,12899.15,1462.7305128205126,35.195,726442550266044416
false,978.0,121.20879581151821,31.365,978.0,121.20879581151821,37.63000000000001,666070802924617728
true,1150.93,20.538662790697664,3.325,1150.93,20.538662790697664,3.9349999999999996,544512664769396736
non-rumor,59424.2,1068.8554585152842,33.57,59424.2,1068.8554585152842,49.545,692106491365605376
unverified,5800.12,285.656008583691,24.75,5800.12,285.656008583691,54.27000000000004,727966590084485120
non-rumor,2160.28,64.86673306772909,9.0,2160.28,64.86673306772909,3.454999999999999,691789524498845699
non-rumor,11471.72,477.54427170868416,503.05499999999995,11471.72,477.54427170868416,21.959999999999923,767803368081358848
false,8725.03,819.5791891891895,173.825,8725.03,819.5791891891895,12.650000000000006,667379734343471104
unverified,10000.98,812.933628318584,134.62,10000.98,812.933628318584,23.825000000000045,715671763808493569
false,7352.42,373.8489411764708,30.009999999999998,7352.42,373.8489411764708,37.345,653250169752977408
unverified,28207.92,994.556046511628,310.33,28207.92,994.556046511628,76.64500000000001,656361703664451585
false,12014.42,1107.0968464730304,267.56,12014.42,1107.0968464730304,178.76,643103859729166337
unverified,8399.53,404.7256097560979,150.97,8399.53,404.7256097560979,55.910000000000025,714560810266132480
false,35585.23,608.8754545454548,23.84,35585.23,608.8754545454548,91.99,658065957823324160
non-rumor,6489.33,190.14996093750005,18.71,6489.33,190.14996093750005,35.54,693534670428971008
unverified,14279.88,1079.8442857142861,54.63,14279.88,1079.8442857142861,56.475,722885778448121857
true,5314.37,132.42046109510082,29.82,5314.37,132.42046109510082,40.72,614599619310407680
unverified,97665.73,2296.3434285714275,75.92500000000001,97665.73,2296.3434285714275,19.570000000000004,706933939953344514
non-rumor,338440.15,818.9149459459463,54.349999999999994,338440.15,818.9149459459463,31.855,691285663522648065
false,205447.68,1589.7511052631587,142.48,205447.68,1589.7511052631587,45.114999999999995,661229627734667264
unverified,3512.17,220.23376146789,92.47,3512.17,220.23376146789,68.07,714755546285477888
non-rumor,122836.82,352.2116641452346,104.48,122836.82,352.2116641452346,21.285,672102358516670465
false,12554.52,331.6599753694578,42.775000000000006,12554.52,331.6599753694578,39.190000000000026,673686233936072704
false,567629.65,35497.089176029964,373.15,567629.65,35497.089176029964,19.19000000000233,618192748735299584
unverified,3243.95,65.59718749999999,8.309999999999999,3243.95,65.59718749999999,9.415000000000001,715264793737879553
true,1454.83,48.76338983050847,6.880000000000001,1454.83,48.76338983050847,7.965000000000001,614594667225571328
non-rumor,43243.77,240.3452617079891,25.02,43243.77,240.3452617079891,17.189999999999987,693935557009801218
false,8062.27,588.7442857142859,44.614999999999995,8062.27,588.7442857142859,21.775,644229386149888001
unverified,509.25,67.91131868131869,28.5,509.25,67.91131868131869,19.2,763428684850094080
false,4082.37,401.96819819819837,294.23,4082.37,401.96819819819837,238.63,671181758692507648
non-rumor,63819.57,404.85205042016804,45.52,63819.57,404.85205042016804,23.27,692078399012130816
unverified,12982.48,193.33234567901232,121.86500000000001,12982.48,193.33234567901232,47.56,752875379765968897
false,7888.8,209.21713355048843,26.19,7888.8,209.21713355048843,51.31999999999999,626642648179159040
unverified,661.52,38.74837037037037,17.38,661.52,38.74837037037037,13.0,742114513726623744
unverified,2153.73,113.67666666666665,21.73,2153.73,113.67666666666665,24.395,716457799392342018
unverified,1567.97,214.7234523809523,101.1,1567.97,214.7234523809523,11.874999999999986,778625026144792577
true,575218.27,1268.4911041292628,64.89,575218.27,1268.4911041292628,30.939999999999998,614610920782888960
unverified,2096.77,94.54825242718442,12.83,2096.77,94.54825242718442,7.26,715254040289021952
false,11667.4,419.3933766233767,83.93,11667.4,419.3933766233767,32.730000000000004,673872171341447169
non-rumor,106222.7,911.9266502463054,135.77,106222.7,911.9266502463054,39.01999999999998,693167683701968896
unverified,7163.0,2025.3007407407404,1786.22,7163.0,2025.3007407407404,14.319999999999936,724624672604610562
unverified,6739.77,429.68922155688637,136.02,6739.77,429.68922155688637,237.89000000000001,655432919595548672
non-rumor,9935.47,220.75289693593317,30.79,9935.47,220.75289693593317,40.065,692014905239666688
true,92.72,9.158631578947368,8.2,92.72,9.158631578947368,3.950000000000001,544520042810200064
non-rumor,7324.32,100.39241379310349,9.115,7324.32,100.39241379310349,5.745000000000001,692803280238419971
false,14774.0,421.64651898734184,60.55,14774.0,421.64651898734184,21.445,664000310856310784
unverified,1381.4,310.2936082474228,395.42,1381.4,310.2936082474228,26.015,742571519105077248
non-rumor,19925.82,359.0148073555167,71.17,19925.82,359.0148073555167,90.81,767541796410839040
true,6069.97,527.5873631840799,233.83,6069.97,527.5873631840799,178.12,641972184412327937
false,604.38,160.04174358974404,150.58,604.38,160.04174358974404,49.41999999999999,651321040119963648
false,12481.22,787.4091958041959,557.675,12481.22,787.4091958041959,134.66000000000003,662151653462790144
non-rumor,67545.03,1006.9247727272732,16.615000000000002,67545.03,1006.9247727272732,120.00000000000001,693844030589902848
false,9152.4,487.06019867549657,132.69,9152.4,487.06019867549657,56.91000000000031,676067381299576832
true,143.65,15.784851485148517,4.57,143.65,15.784851485148517,2.0199999999999996,544491151118860289
true,766.52,71.61714285714285,50.67,766.52,71.61714285714285,5.1899999999999995,544515538383564801
false,115263.0,866.2237411347513,158.64499999999998,115263.0,866.2237411347513,66.19999999999999,673615400655970304
unverified,39887.43,759.1916260162601,75.67,39887.43,759.1916260162601,2.240000000000002,653432261203750912
false,2074.22,258.1504469273743,29.45,2074.22,258.1504469273743,20.899999999999977,641443248909754368
true,9451.58,356.23494279176185,44.85,9451.58,356.23494279176185,14.980000000000002,614601139422633984
true,52.38,9.976315789473682,7.485,52.38,9.976315789473682,2.35,524931324763992064
unverified,158097.22,4027.4689984101688,1292.795,158097.22,4027.4689984101688,27.639999999999986,707786906189303808
false,20200.38,256.0805000000001,69.66499999999999,20200.38,256.0805000000001,40.749999999999986,656047932093763584
non-rumor,26653.98,223.24636363636372,26.634999999999998,26653.98,223.24636363636372,17.8,723025600810766336
false,3913.25,314.0453225806453,40.54,3913.25,314.0453225806453,21.825,656595123590012928
false,16523.98,703.4597478991599,171.42,16523.98,703.4597478991599,47.349999999999994,615346611955183616
unverified,10358.88,567.8456888888888,107.93,10358.88,567.8456888888888,44.08,763524712853102596
false,48942.2,258.12281910009193,23.91,48942.2,258.12281910009193,32.82000000000001,663817239896821760
false,214443.15,28500.247542735036,442.145,214443.15,28500.247542735036,61.14999999999998,659462980476637184
false,90975.67,1201.7538069414313,87.475,90975.67,1201.7538069414313,33.96,669259395902152704
false,5027.27,305.7060000000001,47.8,5027.27,305.7060000000001,62.629999999999995,620367840902782976
unverified,8303.27,732.0747999999999,218.215,8303.27,732.0747999999999,381.22499999999997,733242244522725376
true,242.88,12.797570850202433,3.88,242.88,12.797570850202433,4.4399999999999995,544301453717041152
false,13231.42,657.9390322580646,15.6,13231.42,657.9390322580646,2.0700000000000003,628045645010608128
false,8795.7,92.4695007342143,13.38,8795.7,92.4695007342143,10.355,672169954016403456
non-rumor,1944.4,102.98008605851977,25.51,1944.4,102.98008605851977,34.92,693076140278153217
false,5704.37,115.84832487309646,36.55,5704.37,115.84832487309646,18.95,674314254732931072
unverified,71787.68,4947.6594117647055,147.97,71787.68,4947.6594117647055,48.0,714555825122107392
false,16262.47,326.925231092437,38.53,16262.47,326.925231092437,14.63000000000001,611039775856812032
unverified,8116.58,423.781447368421,68.06,8116.58,423.781447368421,18.890000000000008,778681502825451520
true,3042.37,147.2683870967742,83.85,3042.37,147.2683870967742,70.69999999999999,525068915068923904
unverified,6232.42,645.0830666666668,461.61,6232.42,645.0830666666668,178.57999999999998,740791134146965504
true,1573.33,155.58131782945742,26.77,1573.33,155.58131782945742,9.51,544504183341064192
true,309.93,25.49460526315789,5.99,309.93,25.49460526315789,11.04,553476490315431937
non-rumor,42464.52,643.9715909090905,126.06,42464.52,643.9715909090905,58.41,761573188543229952
false,30130.1,843.1231301939041,533.3,30130.1,843.1231301939041,337.00499999999994,673696115305406466
false,82857.03,566.473851132686,29.43,82857.03,566.473851132686,90.94,651825062174195712
false,5725.67,211.14826446280983,71.98,5725.67,211.14826446280983,24.020000000000003,633949800761700352
non-rumor,34651.57,458.6588544891639,80.50999999999999,34651.57,458.6588544891639,35.145,761999790892806144
true,3737.93,9.797202970297024,2.48,3737.93,9.797202970297024,1.8499999999999999,553587013409325058
true,1886.92,59.783333333333346,4.4799999999999995,1886.92,59.783333333333346,1.93,544513524438155264
false,71938.8,851.9012230215827,112.25,71938.8,851.9012230215827,15.434999999999999,672539897899577344
non-rumor,9253.48,665.7244262295083,549.75,9253.48,665.7244262295083,9.14,693691456222052352
non-rumor,33922.82,378.2791489361703,56.43,33922.82,378.2791489361703,16.509999999999984,693648684857323521
unverified,80003.71,1794.5578877887785,1111.07,80003.71,1794.5578877887785,21.04,655812191233417216
false,1323.63,59.16653429602886,11.97,1323.63,59.16653429602886,36.55500000000001,672219174463275008
true,6960.03,185.3304871060173,21.28,6960.03,185.3304871060173,16.25,614628865353351168
unverified,26537.32,2016.8861256544515,207.33,26537.32,2016.8861256544515,367.61499999999995,727854332188577792
true,640.25,27.684117647058827,4.72,640.25,27.684117647058827,1.5300000000000011,544358564484378624
unverified,2236.12,150.84768518518513,34.245,2236.12,150.84768518518513,43.465,742012307694223361
unverified,2964.5,143.6495483870969,17.05,2964.5,143.6495483870969,3.955000000000002,707332312724283392
unverified,9879.93,230.4011764705882,31.5,9879.93,230.4011764705882,23.355000000000004,755447443009916929
non-rumor,100741.78,392.66260479041915,24.035,100741.78,392.66260479041915,22.93,693555965019492352
unverified,1800.07,76.15825503355703,9.15,1800.07,76.15825503355703,7.27,705092738224525312
unverified,5001.63,338.2840350877193,40.08,5001.63,338.2840350877193,27.73999999999998,724661834419048448
unverified,38245.28,25023.566239316253,34480.92,38245.28,25023.566239316253,11.634999999997532,757190314880884736
true,1622.78,39.669939024390246,5.415,1622.78,39.669939024390246,6.0600000000000005,544278985249550337
true,571.9,51.577717391304375,13.34,571.9,51.577717391304375,7.054999999999997,544367462012432384
unverified,5991.25,487.5338257575759,156.175,5991.25,487.5338257575759,64.845,775672628493357057
non-rumor,121397.12,375.03354564755756,20.63,121397.12,375.03354564755756,16.97,692797856386777089
true,1382.92,72.0203787878788,16.495,1382.92,72.0203787878788,36.940000000000005,614645853291155457
non-rumor,6552.5,128.41437086092708,32.58,6552.5,128.41437086092708,27.699999999999996,682916727282270208
unverified,3395.73,566.2099999999997,287.525,3395.73,566.2099999999997,167.67999999999998,725983128444129280
unverified,83284.78,22049.92762790697,9800.64,83284.78,22049.92762790697,328.7999999999993,766808183696351233
true,2552.58,67.27387665198239,8.58,2552.58,67.27387665198239,19.439999999999998,552791196247269378
true,487.95,11.775983086680759,3.03,487.95,11.775983086680759,3.08,524943490887991296
false,30302.77,2415.045340909091,143.865,30302.77,2415.045340909091,24.0150000000001,667534186450825216
non-rumor,140113.88,835.2145098039211,39.45,140113.88,835.2145098039211,19.109999999999985,687643002240679936
unverified,7909.93,228.94587155963305,24.43,7909.93,228.94587155963305,24.56,723511860516016128
false,16121.17,391.6935294117648,25.9,16121.17,391.6935294117648,30.6,677099574855639044
true,470.9,32.17868421052634,12.14,470.9,32.17868421052634,9.75,544391533240516608
false,4584.27,73.68527559055117,11.625,4584.27,73.68527559055117,9.230000000000004,656825206045020160
true,232.02,29.429767441860466,8.72,232.02,29.429767441860466,4.74,525025279803424768
non-rumor,8686.32,280.0991379310346,26.175,8686.32,280.0991379310346,24.299999999999997,693119705469587456
false,9821.97,295.91858490566045,37.865,9821.97,295.91858490566045,16.805,666051332504207360
non-rumor,9139.7,301.19866425992797,21.74,9139.7,301.19866425992797,11.565,692929779696275456
unverified,8946.1,332.39978609625655,53.65,8946.1,332.39978609625655,21.91,650975967146602496
true,34.48,4.611020408163265,2.62,34.48,4.611020408163265,3.07,553544694765215745
false,139697.23,3552.145853658537,131.265,139697.23,3552.145853658537,1.7100000000000009,674080899055546368
false,6628.43,179.4156886227544,18.1,6628.43,179.4156886227544,7.865,626770498328895488
false,1740.27,88.94989898989895,18.58,1740.27,88.94989898989895,10.965,657007736467525632
true,1340.35,85.46731578947364,15.6,1340.35,85.46731578947364,26.715,614626710248534016
unverified,1771.05,155.71142857142857,76.53,1771.05,155.71142857142857,33.86000000000001,751536167183613952
non-rumor,260367.97,1430.225027932962,24.225,260367.97,1430.225027932962,19.03,693771953648373760
true,10294.3,291.7898128342246,54.06,10294.3,291.7898128342246,52.98,649903655160815616
non-rumor,75144.87,1725.8256834532378,76.21,75144.87,1725.8256834532378,34.165000000000546,692082861525078017
false,24981.4,477.8657263643364,225.44,24981.4,477.8657263643364,64.87,614054616154550273
false,2164.93,157.2830864197531,43.28,2164.93,157.2830864197531,12.785,674301960787505153
unverified,7891.08,265.42241758241755,23.97,7891.08,265.42241758241755,15.350000000000001,658755852199927808
unverified,40907.4,9259.02751351352,7447.0,40907.4,9259.02751351352,2915.7299999999996,748543642323783681
true,17652.72,215.0089025893955,18.15,17652.72,215.0089025893955,13.850000000000023,614494170590367744
false,2075.73,606.2204999999998,629.11,2075.73,606.2204999999998,47.78,661870323034431489
false,70911.55,833.6283333333337,34.585,70911.55,833.6283333333337,160.34,637873886072320001
unverified,21608.23,471.5479646017701,125.6,21608.23,471.5479646017701,657.0,732004388181434368
non-rumor,9140.53,511.11710706150376,97.7,9140.53,511.11710706150376,14.530000000000001,689938201193115648
false,10500.58,694.7229838709676,465.9,10500.58,694.7229838709676,168.17499999999998,645362146415525888
non-rumor,18735.85,159.24188841201703,11.47,18735.85,159.24188841201703,20.810000000000002,692758581494599681
false,209216.38,6722.126666666662,382.31,209216.38,6722.126666666662,43.05,672632863452299264
unverified,13013.28,384.4941414141415,248.17,13013.28,384.4941414141415,171.82,727187859367546880
unverified,87579.55,9475.882116477269,9122.525000000001,87579.55,9475.882116477269,85.32999999999993,764931593303646208
true,724.12,122.21348314606747,69.75,724.12,122.21348314606747,48.739999999999995,525056576038518785
false,268270.63,2406.7758025682174,320.47,268270.63,2406.7758025682174,167.22,672433211604013057
unverified,12133.87,715.9803313253014,522.4,12133.87,715.9803313253014,71.92000000000007,747275598347837440
unverified,51107.32,2013.9743109540639,387.12,51107.32,2013.9743109540639,123.575,774833492865593344
unverified,69127.03,2107.4856372549016,194.425,69127.03,2107.4856372549016,28.430000000000064,760928376668454912
